date,description,amount,polarity,balance,bank,statement_date,statement_month,source_file,category,merchant_key,confidence,rationale,classified_by,year,month,month_label
2024-03-20,GOLDEN TOAST SINGAPORE SG,6.02,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Dining,GOLDEN TOAST,0.9,"Golden Toast is likely a breakfast or brunch spot, fitting under the dining category.",llm,2024,3,2024-03
2024-03-20,GLOBAL GRUB SINGAPORE SG,20.05,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Dining,GLOBAL GRUB,1.0,"Global Grub is a restaurant chain, fitting under the Dining category.",llm,2024,3,2024-03
2024-03-21,DAILY PANTRY SINGAPORE SG,45.03,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Groceries,DAILY PANTRY,1.0,DAILY PANTRY is a well-known grocery store chain.,llm,2024,3,2024-03
2024-03-22,NET CONNECT SINGAPORE SG,82.01,,0.0,generic,2024-03-31,2024-03,synthetic_metrobank_2024-03.pdf,Utilities & Bills,NET CONNECT,0.9,This likely refers to internet or phone services.,llm,2024,3,2024-03
2024-03-23,WELLNESS PHARMACY SINGAPORE SG,61.04,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Health,WELLNESS PHARMACY,1.0,"The merchant name includes 'Wellness,' which typically relates to health and wellness products or services.",llm,2024,3,2024-03
2024-03-24,SPEEDY DRIVE SHOP SINGAPORE SG,99.87,,0.0,generic,2024-03-31,2024-03,synthetic_metrobank_2024-03.pdf,Shopping,SPEEDY DRIVE SHOP,0.9,The name suggests a retail store focused on quick or convenience items.,llm,2024,3,2024-03
2024-03-26,CORNER GROCERY SINGAPORE SG,56.95,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Groceries,CORNER GROCERY,1.0,The merchant description 'CORNER GROCERY' clearly indicates a supermarket or grocery store.,llm,2024,3,2024-03
2024-03-27,RIDEFLOW SINGAPORE SG,28.3,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Transport,RIDEFLOW,1.0,"RIDEFLOW is a rideshare service, which fits under the Transport category.",llm,2024,3,2024-03
2024-03-28,GREEN BASKET MART SINGAPORE SG,26.54,,0.0,generic,2024-03-31,2024-03,synthetic_metrobank_2024-03.pdf,Groceries,GREEN BASKET MART,0.95,The name 'GREEN BASKET MART' suggests it is a supermarket or grocery store.,llm,2024,3,2024-03
2024-03-30,BOOK NOOK SINGAPORE SG,23.79,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Shopping,BOOK NOOK,1.0,Book stores fall under retail shopping.,llm,2024,3,2024-03
2024-03-30,CARE CLINIC SINGAPORE SG,21.69,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Health,CARE CLINIC,1.0,"CARE CLINIC is likely a healthcare provider, fitting under the Health category.",llm,2024,3,2024-03
2024-03-30,DAILY PANTRY SINGAPORE SG,92.02,,0.0,generic,2024-03-31,2024-03,synthetic_metrobank_2024-03.pdf,Groceries,DAILY PANTRY,1.0,DAILY PANTRY is a well-known grocery store chain.,llm,2024,3,2024-03
2024-03-30,GLOBAL GRUB SINGAPORE SG,19.23,,0.0,generic,2024-03-31,2024-03,synthetic_metrobank_2024-03.pdf,Dining,GLOBAL GRUB,1.0,"Global Grub is a restaurant chain, fitting under the Dining category.",llm,2024,3,2024-03
2024-03-31,FAST FEAST SINGAPORE SG,18.9,,0.0,generic,2024-03-31,2024-03,synthetic_cardco_2024-03.pdf,Dining,FAST FEAST,1.0,"FAST FEAST is a restaurant name, fitting under the Dining category.",llm,2024,3,2024-03
2024-03-31,GLOBAL GRUB SINGAPORE SG,10.32,,0.0,generic,2024-03-31,2024-03,synthetic_metrobank_2024-03.pdf,Dining,GLOBAL GRUB,1.0,"Global Grub is a restaurant chain, fitting under the Dining category.",llm,2024,3,2024-03
2024-04-01,CORNER GROCERY SINGAPORE SG,93.24,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Groceries,CORNER GROCERY,1.0,The merchant description 'CORNER GROCERY' clearly indicates a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-01,TELCO MOBILE SINGAPORE SG,106.53,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Utilities & Bills,TELCO MOBILE,0.95,This likely refers to mobile phone bills or services.,llm,2024,4,2024-04
2024-04-01,NOODLE HOUSE SINGAPORE SG,17.78,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,NOODLE HOUSE,1.0,Noodle house is a type of restaurant serving noodle-based dishes.,llm,2024,4,2024-04
2024-04-02,GREEN BASKET MART SINGAPORE SG,89.05,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Groceries,GREEN BASKET MART,0.95,The name 'GREEN BASKET MART' suggests it is a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-02,BRIGHT ENERGY SINGAPORE SG,119.35,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Health,BRIGHT ENERGY,0.8,"BRIGHT ENERGY is likely a health and wellness brand, fitting under the Health category.",llm,2024,4,2024-04
2024-04-03,CITY METRO CARD SINGAPORE SG,33.89,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Transport,CITY METRO CARD,1.0,Metro cards are typically used for public transportation.,llm,2024,4,2024-04
2024-04-03,MEGA MART ONLINE SINGAPORE SG,126.94,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Groceries,MEGA MART,0.95,"Mega Mart is a supermarket chain, fitting the description of a grocery store.",llm,2024,4,2024-04
2024-04-03,ARCTIC MARKET SINGAPORE SG,70.89,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Groceries,ARCTIC MARKET,0.95,The name 'ARCTIC MARKET' suggests it is a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-03,DRIVE-THRU DELIGHTS SINGAPORE SG,27.46,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,DRIVE THRU DELIGHTS,0.95,"Drive-thru delights typically refer to quick-service restaurants or food vendors, which fall under the dining category.",llm,2024,4,2024-04
2024-04-03,URBAN TRANSIT CO. SINGAPORE SG,13.78,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Transport,URBAN TRANSIT CO,1.0,The merchant name 'URBAN TRANSIT CO' suggests it is related to public transportation or rideshare services.,llm,2024,4,2024-04
2024-04-04,SHELL STATION SINGAPORE SG,38.22,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Transport,SHELL STATION,0.9,"Shell stations primarily sell fuel, which falls under transport expenses.",llm,2024,4,2024-04
2024-04-05,TRENDWEAR SINGAPORE SG,24.93,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Shopping,TRENDWEAR,1.0,TRENDWEAR is a clothing retailer.,llm,2024,4,2024-04
2024-04-05,URBAN TRANSIT CO. SINGAPORE SG,19.67,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Transport,URBAN TRANSIT CO,1.0,The merchant name 'URBAN TRANSIT CO' suggests it is related to public transportation or rideshare services.,llm,2024,4,2024-04
2024-04-05,VITAL DRUGS SINGAPORE SG,32.61,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Health,VITAL DRUGS,1.0,"VITAL DRUGS is a pharmacy, which falls under the Health category.",llm,2024,4,2024-04
2024-04-06,NOODLE HOUSE SINGAPORE SG,12.94,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,NOODLE HOUSE,1.0,Noodle house is a type of restaurant serving noodle-based dishes.,llm,2024,4,2024-04
2024-04-06,GOLDEN TOAST SINGAPORE SG,5.77,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,GOLDEN TOAST,0.9,"Golden Toast is likely a breakfast or brunch spot, fitting under the dining category.",llm,2024,4,2024-04
2024-04-07,GOLDEN TOAST SINGAPORE SG,25.4,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Dining,GOLDEN TOAST,0.9,"Golden Toast is likely a breakfast or brunch spot, fitting under the dining category.",llm,2024,4,2024-04
2024-04-08,URBAN EATS SINGAPORE SG,24.87,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Dining,URBAN EATS,0.9,"URBAN EATS is a food delivery service, which falls under the Dining category.",llm,2024,4,2024-04
2024-04-08,GLOBAL GRUB SINGAPORE SG,28.84,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,GLOBAL GRUB,1.0,"Global Grub is a restaurant chain, fitting under the Dining category.",llm,2024,4,2024-04
2024-04-12,GOLDEN TOAST SINGAPORE SG,8.59,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Dining,GOLDEN TOAST,0.9,"Golden Toast is likely a breakfast or brunch spot, fitting under the dining category.",llm,2024,4,2024-04
2024-04-13,SHELL STATION SINGAPORE SG,20.48,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Transport,SHELL STATION,0.9,"Shell stations primarily sell fuel, which falls under transport expenses.",llm,2024,4,2024-04
2024-04-13,URBAN TRANSIT CO. SINGAPORE SG,3.27,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Transport,URBAN TRANSIT CO,1.0,The merchant name 'URBAN TRANSIT CO' suggests it is related to public transportation or rideshare services.,llm,2024,4,2024-04
2024-04-13,EVENT TIX SINGAPORE SG,28.68,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Entertainment,EVENT TIX,1.0,Event tickets are typically considered entertainment expenses.,llm,2024,4,2024-04
2024-04-14,SPEEDY FUEL SINGAPORE SG,33.43,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Transport,SPEEDY FUEL,1.0,"SPEEDY FUEL is a common name for gas stations, which fall under the Transport category.",llm,2024,4,2024-04
2024-04-14,GREEN BASKET MART SINGAPORE SG,31.19,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Groceries,GREEN BASKET MART,0.95,The name 'GREEN BASKET MART' suggests it is a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-16,GREEN BASKET MART SINGAPORE SG,35.99,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Groceries,GREEN BASKET MART,0.95,The name 'GREEN BASKET MART' suggests it is a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-16,MORNING BITES CAFE SINGAPORE SG,43.23,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Dining,MORNING BITES CAFE,0.95,"The merchant name suggests a cafe that likely serves food or drinks, which fits the dining category.",llm,2024,4,2024-04
2024-04-17,BOOK NOOK SINGAPORE SG,159.68,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Shopping,BOOK NOOK,1.0,Book stores fall under retail shopping.,llm,2024,4,2024-04
2024-04-18,BRIGHT ENERGY SINGAPORE SG,82.92,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Health,BRIGHT ENERGY,0.8,"BRIGHT ENERGY is likely a health and wellness brand, fitting under the Health category.",llm,2024,4,2024-04
2024-04-18,GOLDEN TOAST SINGAPORE SG,20.54,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,GOLDEN TOAST,0.9,"Golden Toast is likely a breakfast or brunch spot, fitting under the dining category.",llm,2024,4,2024-04
2024-04-20,CORNER GROCERY SINGAPORE SG,90.64,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Groceries,CORNER GROCERY,1.0,The merchant description 'CORNER GROCERY' clearly indicates a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-20,FITZONE GYM SINGAPORE SG,62.63,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Health,FITZONE GYM,1.0,"FITZONE GYM is a fitness center, which falls under the Health category.",llm,2024,4,2024-04
2024-04-21,RENT-A-RIDE SINGAPORE SG,90.62,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Transport,RENT A RIDE,1.0,"This likely refers to a rideshare or car rental service, which fits under transport expenses.",llm,2024,4,2024-04
2024-04-21,CORNER GROCERY SINGAPORE SG,29.17,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Groceries,CORNER GROCERY,1.0,The merchant description 'CORNER GROCERY' clearly indicates a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-21,CITY METRO CARD SINGAPORE SG,12.42,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Transport,CITY METRO CARD,1.0,Metro cards are typically used for public transportation.,llm,2024,4,2024-04
2024-04-22,VITAL DRUGS SINGAPORE SG,69.36,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Health,VITAL DRUGS,1.0,"VITAL DRUGS is a pharmacy, which falls under the Health category.",llm,2024,4,2024-04
2024-04-22,ARCTIC MARKET SINGAPORE SG,89.42,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Groceries,ARCTIC MARKET,0.95,The name 'ARCTIC MARKET' suggests it is a supermarket or grocery store.,llm,2024,4,2024-04
2024-04-22,HARVEST FOODS SINGAPORE SG,100.55,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Groceries,HARVEST FOODS,0.95,"Harvest Foods is a supermarket chain, fitting the description of a grocery store.",llm,2024,4,2024-04
2024-04-22,TRENDWEAR SINGAPORE SG,166.02,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Shopping,TRENDWEAR,1.0,TRENDWEAR is a clothing retailer.,llm,2024,4,2024-04
2024-04-23,GLOBAL GRUB SINGAPORE SG,19.15,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,GLOBAL GRUB,1.0,"Global Grub is a restaurant chain, fitting under the Dining category.",llm,2024,4,2024-04
2024-04-24,COZY STAY HOTEL SINGAPORE SG,277.4,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Travel,COZY STAY HOTEL,1.0,"The merchant name 'COZY STAY HOTEL' indicates a hotel stay, which falls under travel expenses.",llm,2024,4,2024-04
2024-04-25,SHELL STATION SINGAPORE SG,10.0,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Transport,SHELL STATION,0.9,"Shell stations primarily sell fuel, which falls under transport expenses.",llm,2024,4,2024-04
2024-04-26,DAILY PANTRY SINGAPORE SG,89.11,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Groceries,DAILY PANTRY,1.0,DAILY PANTRY is a well-known grocery store chain.,llm,2024,4,2024-04
2024-04-26,GOLDEN TOAST SINGAPORE SG,32.11,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Dining,GOLDEN TOAST,0.9,"Golden Toast is likely a breakfast or brunch spot, fitting under the dining category.",llm,2024,4,2024-04
2024-04-29,EVENT TIX SINGAPORE SG,19.62,,0.0,generic,2024-04-30,2024-04,synthetic_cardco_2024-04.pdf,Entertainment,EVENT TIX,1.0,Event tickets are typically considered entertainment expenses.,llm,2024,4,2024-04
2024-04-29,MORNING BITES CAFE SINGAPORE SG,19.9,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Dining,MORNING BITES CAFE,0.95,"The merchant name suggests a cafe that likely serves food or drinks, which fits the dining category.",llm,2024,4,2024-04
2024-04-29,RENT-A-RIDE SINGAPORE SG,221.41,,0.0,generic,2024-04-30,2024-04,synthetic_metrobank_2024-04.pdf,Transport,RENT A RIDE,1.0,"This likely refers to a rideshare or car rental service, which fits under transport expenses.",llm,2024,4,2024-04
